date,time,latitude,longitude,temperature,humidity,pressure,ae0,we0,ae1,we1
9999-99-99,99:99:99,0.000000,0.000000,21.619364,32.082092,956.570007,39.281250,38.000000,38.875000,13.093750
2018-01-21,14:57:21,48.149237,11.535963,21.800945,31.358816,957.450012,218.687500,218.406250,213.500000,212.062500
2018-01-21,15:07:21,48.152290,11.536907,21.758221,32.173649,957.809998,227.750000,227.531250,222.750000,224.531250
2018-01-21,15:17:22,48.154310,11.528005,21.533913,29.770351,956.900024,229.875000,229.656250,225.750000,227.906250
2018-01-21,15:27:23,48.154472,11.528140,22.084002,32.254520,956.969971,233.968750,233.812500,229.687500,232.906250
9999-99-99,99:99:99,0.000000,0.000000,22.153429,36.536201,949.539978,39.218750,37.937500,38.125000,103.531250
9999-99-99,99:99:99,0.000000,0.000000,21.771572,32.822155,950.109985,225.750000,225.468750,220.406250,242.000000
9999-99-99,99:99:99,0.000000,0.000000,18.596552,42.754253,950.289978,227.812500,228.156250,224.187500,237.781250
9999-99-99,99:99:99,0.000000,0.000000,15.669871,49.735256,950.510010,232.125000,232.437500,229.031250,244.593750
9999-99-99,99:99:99,0.000000,0.000000,13.672465,55.318531,950.630005,234.937500,235.187500,231.750000,249.500000
9999-99-99,99:99:99,0.000000,0.000000,12.267872,61.338215,950.650024,236.625000,236.968750,233.593750,250.968750
9999-99-99,99:99:99,0.000000,0.000000,11.239796,64.420540,950.789978,237.812500,237.968750,234.875000,252.125000
9999-99-99,99:99:99,0.000000,0.000000,10.494774,68.915848,950.809998,238.625000,238.875000,235.781250,252.781250
9999-99-99,99:99:99,0.000000,0.000000,9.877928,71.427483,950.890015,238.750000,238.906250,236.000000,252.562500
9999-99-99,99:99:99,0.000000,0.000000,9.442664,73.752960,951.039978,239.406250,239.656250,236.500000,251.062500
9999-99-99,99:99:99,0.000000,0.000000,9.162280,75.280388,951.200012,239.656250,239.937500,236.781250,254.093750
9999-99-99,99:99:99,0.000000,0.000000,8.937972,76.237122,951.380005,239.625000,239.750000,237.062500,249.750000
9999-99-99,99:99:99,0.000000,0.000000,8.710994,77.558556,951.619995,240.000000,240.156250,237.062500,251.750000
9999-99-99,99:99:99,0.000000,0.000000,8.569467,78.359657,951.520020,240.156250,240.406250,237.187500,251.250000
9999-99-99,99:99:99,0.000000,0.000000,8.470665,78.686195,951.669983,240.125000,240.375000,237.250000,252.718750
9999-99-99,99:99:99,0.000000,0.000000,8.318456,79.537651,951.750000,240.031250,240.281250,237.281250,251.250000
9999-99-99,99:99:99,0.000000,0.000000,8.233006,79.618523,952.039978,240.250000,240.437500,237.406250,250.812500
9999-99-99,99:99:99,0.000000,0.000000,8.080796,80.352486,951.929993,240.187500,240.593750,237.187500,258.843750
9999-99-99,99:99:99,0.000000,0.000000,8.038072,80.796524,952.039978,240.500000,240.656250,237.625000,558.187500
9999-99-99,99:99:99,0.000000,0.000000,7.995346,80.727852,952.299988,240.437500,240.500000,237.656250,622.687500
9999-99-99,99:99:99,0.000000,0.000000,7.968643,81.162735,952.380005,240.562500,240.718750,237.687500,319.843750
9999-99-99,99:99:99,0.000000,0.000000,7.952621,81.490807,952.609985,240.593750,240.750000,237.875000,371.312500
9999-99-99,99:99:99,0.000000,0.000000,7.912566,81.477074,952.729980,240.656250,240.687500,237.875000,546.875000
9999-99-99,99:99:99,0.000000,0.000000,7.869841,81.821930,952.799988,240.656250,240.750000,237.531250,348.687500
9999-99-99,99:99:99,0.000000,0.000000,7.827115,82.142365,952.909973,240.781250,241.000000,237.625000,342.406250
9999-99-99,99:99:99,0.000000,0.000000,7.827115,81.977570,953.270020,240.812500,241.000000,237.968750,384.156250
9999-99-99,99:99:99,0.000000,0.000000,7.800412,81.927216,953.469971,240.781250,241.031250,237.875000,331.562500
9999-99-99,99:99:99,0.000000,0.000000,7.840467,81.934845,953.750000,240.750000,240.812500,237.781250,336.906250
9999-99-99,99:99:99,0.000000,0.000000,7.800412,82.513161,953.900024,240.656250,240.687500,237.906250,325.718750
9999-99-99,99:99:99,0.000000,0.000000,7.757687,82.787827,954.260010,240.812500,240.812500,237.812500,324.125000
9999-99-99,99:99:99,0.000000,0.000000,7.757687,82.786301,954.429993,240.687500,240.875000,237.875000,306.906250
9999-99-99,99:99:99,0.000000,0.000000,7.698939,82.526894,954.500000,240.656250,240.718750,237.750000,301.968750
9999-99-99,99:99:99,0.000000,0.000000,7.629511,82.507057,954.809998,240.812500,240.812500,238.000000,324.062500
9999-99-99,99:99:99,0.000000,0.000000,7.557412,82.282753,955.229980,240.718750,240.687500,237.812500,298.843750
9999-99-99,99:99:99,0.000000,0.000000,7.461280,82.133209,955.390015,240.812500,240.656250,237.781250,294.343750
9999-99-99,99:99:99,0.000000,0.000000,7.418555,82.136261,955.570007,240.625000,240.562500,237.781250,286.218750
9999-99-99,99:99:99,0.000000,0.000000,7.319753,82.351418,955.669983,240.781250,240.875000,237.625000,284.750000
9999-99-99,99:99:99,0.000000,0.000000,7.362478,82.433815,956.020020,240.781250,240.687500,237.750000,276.187500
9999-99-99,99:99:99,0.000000,0.000000,7.277028,82.072174,956.380005,240.781250,240.875000,237.968750,271.125000
9999-99-99,99:99:99,0.000000,0.000000,7.277028,82.485695,956.679993,241.000000,240.968750,238.000000,267.093750
9999-99-99,99:99:99,0.000000,0.000000,7.236973,82.124054,956.919983,241.000000,240.937500,238.125000,264.625000
9999-99-99,99:99:99,0.000000,0.000000,7.207599,81.847870,957.190002,240.781250,240.656250,237.906250,257.281250
9999-99-99,99:99:99,0.000000,0.000000,7.095445,81.911957,957.359985,240.656250,240.531250,237.906250,250.968750
9999-99-99,99:99:99,0.000000,0.000000,7.082094,81.998932,957.640015,240.968750,240.875000,237.875000,247.250000
9999-99-99,99:99:99,0.000000,0.000000,7.039368,82.085907,957.960022,241.000000,240.937500,238.062500,245.500000
9999-99-99,99:99:99,0.000000,0.000000,6.969940,82.076752,958.119995,241.000000,240.906250,238.093750,244.500000
9999-99-99,99:99:99,0.000000,0.000000,6.828413,81.046768,958.250000,240.750000,240.625000,237.687500,242.593750
9999-99-99,99:99:99,0.000000,0.000000,6.689555,79.943542,958.299988,240.968750,240.781250,237.718750,242.000000
9999-99-99,99:99:99,0.000000,0.000000,6.548028,80.270088,958.510010,240.875000,240.781250,237.687500,243.937500
9999-99-99,99:99:99,0.000000,0.000000,6.462577,80.215149,958.719971,241.156250,241.062500,237.875000,245.375000
9999-99-99,99:99:99,0.000000,0.000000,6.449225,80.283821,958.900024,241.031250,241.093750,237.968750,246.093750
9999-99-99,99:99:99,0.000000,0.000000,6.350423,80.164795,958.909973,240.906250,240.812500,237.843750,244.625000
9999-99-99,99:99:99,0.000000,0.000000,6.337072,80.068665,959.010010,241.062500,241.125000,238.250000,246.593750
9999-99-99,99:99:99,0.000000,0.000000,6.337072,79.853516,959.309998,241.125000,240.968750,238.250000,243.406250
