date,time,latitude,longitude,temperature,humidity,pressure,ae0,we0,ae1,we1
2018-01-13,16:21:26,48.154338,11.528300,4.961853,65.157547,961.799988,240.906250,240.781250,238.000000,243.500000
2018-01-13,16:31:26,48.154438,11.528512,4.849699,65.206375,961.739990,240.718750,240.593750,237.937500,243.031250
2018-01-13,16:41:27,48.154272,11.528672,4.764248,65.354393,961.729980,240.812500,240.656250,237.875000,242.531250
2018-01-13,16:51:27,48.154288,11.528527,4.665446,65.322350,961.820007,240.906250,240.781250,237.875000,243.687500
2018-01-13,17:01:28,48.154343,11.528570,4.625391,65.865570,961.830017,241.125000,240.937500,238.218750,243.125000
2018-01-13,17:11:29,48.154397,11.528347,4.553292,66.446938,961.869995,241.031250,240.875000,238.062500,243.000000
2018-01-13,17:21:30,48.154443,11.528427,4.553292,65.879303,961.859985,241.031250,240.906250,238.156250,243.093750
2018-01-13,17:31:30,48.154510,11.528712,4.569314,65.821320,961.809998,241.218750,241.093750,238.125000,242.937500
2018-01-13,17:41:31,48.154142,11.528940,4.470512,65.764862,961.719971,240.906250,240.781250,237.968750,242.343750
2018-01-13,17:51:32,48.154012,11.528642,4.369040,65.551231,961.690002,240.968750,240.781250,237.968750,242.343750
2018-01-13,18:01:32,48.153792,11.528750,4.398413,65.389488,961.669983,241.125000,240.968750,238.218750,242.281250
2018-01-13,18:11:33,48.153967,11.528498,4.286259,65.880829,961.580017,241.000000,240.812500,238.000000,241.968750
2018-01-13,18:21:34,48.153970,11.528725,4.243534,65.810638,961.630005,241.125000,240.968750,238.093750,242.687500
2018-01-13,18:31:34,48.153922,11.529065,4.187457,65.729759,961.530029,241.000000,240.843750,238.156250,242.718750
2018-01-13,18:41:35,48.153850,11.529297,4.174106,66.169220,961.710022,241.218750,241.062500,238.187500,242.812500
2018-01-13,18:51:36,48.153685,11.529688,4.075303,66.529335,961.640015,241.000000,240.812500,238.031250,242.406250
2018-01-13,19:01:36,48.153650,11.529690,4.005875,66.337074,961.640015,241.000000,240.812500,238.062500,243.250000
2018-01-13,19:11:37,48.153680,11.529985,3.992523,66.291298,961.590027,241.093750,240.906250,238.062500,242.312500
2018-01-13,19:21:36,48.154012,11.530393,3.963150,65.870148,961.559998,241.281250,241.093750,238.250000,242.781250
2018-01-13,19:31:38,48.153937,11.530860,3.992523,65.893036,961.479980,241.218750,241.093750,238.343750,242.812500
2018-01-13,19:41:39,48.153765,11.530993,3.949798,65.505455,961.369995,241.093750,240.906250,238.156250,241.750000
2018-01-13,19:51:40,48.153802,11.531198,3.920424,65.180435,961.280029,241.125000,240.906250,238.187500,241.937500
2018-01-13,20:01:41,48.154238,11.527982,3.893721,65.441368,961.369995,241.218750,240.968750,238.187500,242.281250
2018-01-13,20:11:41,48.154308,11.528450,3.850996,65.262840,961.340027,241.187500,240.937500,238.156250,241.906250
2018-01-13,20:21:42,48.154372,11.528708,3.794919,64.997330,961.340027,241.125000,240.937500,238.250000,241.843750
2018-01-13,20:31:41,48.154525,11.528672,3.768215,65.120926,961.299988,241.093750,240.906250,238.250000,242.218750
2018-01-13,20:41:43,48.154557,11.528590,3.682765,65.409325,961.280029,241.156250,240.968750,238.062500,241.468750
2018-01-13,20:51:44,48.154503,11.528553,3.725490,65.064468,961.150024,241.218750,241.000000,238.218750,242.062500
2018-01-13,21:01:45,48.154568,11.528552,3.712139,65.471886,961.239990,241.125000,240.968750,238.187500,242.031250
2018-01-13,21:11:45,48.154532,11.528583,3.656062,65.687035,961.070007,241.187500,240.968750,238.062500,241.906250
2018-01-13,21:21:46,48.154568,11.528608,3.583963,66.259254,961.130005,241.218750,241.031250,238.125000,242.093750
2018-01-13,21:31:47,48.154425,11.528477,3.583963,66.016632,960.909973,241.312500,241.156250,238.187500,242.406250
2018-01-13,21:41:47,48.154383,11.528485,3.640040,65.940338,960.969971,241.187500,241.031250,238.093750,241.875000
2018-01-13,21:51:48,48.154460,11.528492,3.613336,65.880829,960.940002,241.031250,240.843750,238.156250,242.187500
2018-01-13,22:01:49,48.154362,11.528740,3.599985,66.329445,960.840027,241.343750,241.125000,238.187500,242.031250
2018-01-13,22:11:49,48.154558,11.528532,3.613336,66.009003,960.909973,241.187500,241.000000,238.281250,242.375000
2018-01-13,22:21:50,48.154528,11.528520,3.626688,66.054779,960.849976,241.312500,241.093750,238.281250,241.906250
2018-01-13,22:31:51,48.154540,11.528523,3.613336,66.057831,960.849976,241.250000,241.062500,238.187500,241.906250
2018-01-13,22:41:51,48.154468,11.528645,3.613336,65.989166,960.710022,241.218750,241.062500,238.281250,241.968750
2018-01-13,22:51:52,48.154520,11.528558,3.626688,66.013580,960.760010,241.187500,241.000000,238.187500,242.468750
2018-01-13,23:01:53,48.154355,11.528680,3.599985,65.871674,960.640015,241.062500,240.843750,238.062500,241.468750
2018-01-13,23:11:53,48.154472,11.528523,3.557260,66.405739,960.669983,241.062500,240.937500,238.156250,241.625000
2018-01-13,23:21:54,48.154438,11.528557,3.557260,65.828949,960.559998,241.156250,240.937500,238.156250,242.218750
2018-01-13,23:31:55,48.154572,11.528540,3.501183,66.608681,960.390015,241.093750,240.968750,238.062500,242.156250
2018-01-13,23:41:55,48.154443,11.528522,3.445106,66.846725,960.289978,241.125000,240.906250,238.062500,241.906250
2018-01-13,23:51:56,48.154562,11.528500,3.330281,67.743950,960.299988,241.281250,241.156250,238.156250,241.781250
2018-01-14,00:01:57,48.154513,11.528168,3.300908,67.052719,960.260010,241.062500,240.875000,238.312500,242.062500
2018-01-14,00:11:58,48.154658,11.528242,3.287556,66.749062,960.150024,241.312500,241.125000,238.281250,242.031250
2018-01-14,00:21:58,48.154620,11.528343,3.287556,67.335014,960.150024,241.250000,241.062500,238.218750,242.250000
2018-01-14,00:31:59,48.154605,11.528477,3.287556,66.599525,960.059998,241.218750,241.000000,238.031250,241.312500
2018-01-14,00:41:59,48.154652,11.528555,3.260853,66.222626,960.080017,241.218750,241.031250,238.093750,241.625000
2018-01-14,00:52:00,48.154442,11.528800,3.244831,65.848785,960.070007,241.281250,241.062500,238.062500,240.937500
2018-01-14,01:02:01,48.154517,11.528393,3.274205,65.970856,960.020020,241.312500,241.093750,238.281250,241.687500
2018-01-14,01:12:01,48.154370,11.528578,3.287556,65.558861,959.969971,241.281250,241.093750,238.218750,241.500000
2018-01-14,01:22:02,48.154382,11.528498,3.287556,65.398643,960.010010,241.312500,241.093750,238.312500,241.906250
2018-01-14,01:32:03,48.154442,11.528423,3.316930,65.583275,959.979980,241.281250,241.156250,238.343750,242.531250
2018-01-14,01:42:04,48.154387,11.528618,3.300908,66.025787,959.900024,241.218750,241.000000,238.000000,241.125000
2018-01-14,01:52:04,48.154418,11.528457,3.218128,66.544594,959.820007,241.156250,240.968750,238.187500,241.812500
2018-01-14,02:02:05,48.154348,11.528447,3.162051,66.109711,959.830017,241.093750,240.906250,238.093750,241.406250
2018-01-14,02:12:06,48.154363,11.528287,3.148699,66.013580,959.700012,241.125000,240.937500,238.250000,241.843750
2018-01-14,02:22:07,48.154458,11.528365,3.063249,66.182953,959.780029,241.000000,240.781250,238.218750,241.593750
2018-01-14,02:32:07,48.154483,11.528275,3.076600,66.364540,959.799988,241.250000,241.093750,238.250000,241.968750
2018-01-14,02:42:08,48.154422,11.528515,3.105974,66.195160,959.799988,241.406250,241.156250,238.062500,241.781250
2018-01-14,02:52:08,48.154567,11.528435,3.148699,66.117340,959.750000,241.250000,241.031250,238.281250,241.843750
2018-01-14,03:02:09,48.154487,11.528582,3.162051,65.876251,959.710022,241.343750,241.156250,238.281250,241.625000
2018-01-14,03:08:54,48.154450,11.528425,3.162051,65.761810,959.559998,241.406250,241.218750,238.250000,242.406250
2018-01-14,03:16:02,48.154460,11.528552,3.148699,65.825897,959.489990,241.312500,241.125000,238.156250,239.718750
2018-01-14,03:22:14,48.154460,11.528552,3.105974,65.922028,959.450012,241.156250,240.968750,238.125000,241.437500
2018-01-14,03:33:18,48.154343,11.528395,3.105974,65.549706,959.469971,241.312500,241.093750,238.187500,239.812500
2018-01-14,03:33:18,48.154343,11.528395,3.076600,65.920502,959.489990,241.281250,241.062500,238.187500,238.375000
2018-01-14,03:33:18,48.154343,11.528395,3.007172,66.063934,959.489990,241.187500,241.000000,238.093750,238.312500
2018-01-14,04:02:14,48.154343,11.528395,2.980469,65.894562,959.419983,241.406250,241.218750,238.218750,239.000000
2018-01-14,04:02:14,48.154343,11.528395,2.993820,66.269936,959.440002,241.375000,241.187500,238.093750,241.375000
2018-01-14,04:02:14,48.154343,11.528395,2.993820,65.912872,959.469971,241.343750,241.156250,238.218750,240.406250
2018-01-14,04:02:14,48.154343,11.528395,3.020523,65.833527,959.450012,241.437500,241.281250,238.250000,241.437500
2018-01-14,04:02:14,48.154343,11.528395,3.049897,65.723656,959.400024,241.125000,240.906250,238.312500,240.843750
2018-01-14,04:02:14,48.154343,11.528395,3.036545,66.411842,959.369995,241.281250,241.093750,238.093750,241.250000
2018-01-14,04:02:14,48.154343,11.528395,2.964447,66.260780,959.349976,241.156250,240.968750,238.187500,241.750000
2018-01-14,04:02:14,48.154343,11.528395,2.980469,66.717018,959.369995,241.375000,241.187500,238.281250,241.656250
2018-01-14,04:02:14,48.154343,11.528395,3.007172,66.648354,959.419983,241.218750,241.000000,238.343750,241.531250
2018-01-14,04:02:14,48.154343,11.528395,2.993820,66.465248,959.450012,241.125000,240.937500,238.375000,240.562500
2018-01-14,04:02:14,48.154343,11.528395,3.020523,66.208893,959.440002,241.343750,241.125000,238.281250,241.843750
2018-01-14,04:02:14,48.154343,11.528395,2.993820,66.169220,959.549988,241.250000,241.000000,238.187500,241.375000
2018-01-14,04:02:14,48.154343,11.528395,3.020523,65.912872,959.609985,241.281250,241.125000,238.187500,241.718750
2018-01-14,04:02:14,48.154343,11.528395,3.036545,65.920502,959.460022,241.250000,241.125000,238.312500,242.468750
2018-01-14,04:02:14,48.154343,11.528395,3.063249,66.021210,959.669983,241.187500,240.968750,238.281250,242.343750
